full_lemma,freq,freq_class,rank,prop,cum_sum_prop
en vestkyst,3,7,117,6.772467661466916e-5,0.7661241167573425
en videreføring,3,7,117,6.772467661466916e-5,0.7661918414339571
en vikingtid,3,7,117,6.772467661466916e-5,0.7662595661105718
en visjon,3,7,117,6.772467661466916e-5,0.7663272907871865
en vitenskap,3,7,117,6.772467661466916e-5,0.7663950154638012
en VM-runde,3,7,117,6.772467661466916e-5,0.7664627401404158
et -spill,3,7,117,6.772467661466916e-5,0.7665304648170305
et 1930-år,3,7,117,6.772467661466916e-5,0.7665981894936451
et 60-år,3,7,117,6.772467661466916e-5,0.7666659141702599
et 90-tall,3,7,117,6.772467661466916e-5,0.7667336388468745
et akademi,3,7,117,6.772467661466916e-5,0.7668013635234892
et alkoholkonsum,3,7,117,6.772467661466916e-5,0.7668690882001038
et Angola-prosjekt,3,7,117,6.772467661466916e-5,0.7669368128767186
et aristokrati,3,7,117,6.772467661466916e-5,0.7670045375533332
et arr,3,7,117,6.772467661466916e-5,0.7670722622299478
et årsskifte,3,7,117,6.772467661466916e-5,0.7671399869065625
et årstall,3,7,117,6.772467661466916e-5,0.7672077115831771
et åttitall,3,7,117,6.772467661466916e-5,0.7672754362597919
et avhør,3,7,117,6.772467661466916e-5,0.7673431609364065
et avvik,3,7,117,6.772467661466916e-5,0.7674108856130212
et bacon,3,7,117,6.772467661466916e-5,0.7674786102896358
et barneombud,3,7,117,6.772467661466916e-5,0.7675463349662506
et bedrageri,3,7,117,6.772467661466916e-5,0.7676140596428652
et beslag,3,7,117,6.772467661466916e-5,0.7676817843194799
et boligmarked,3,7,117,6.772467661466916e-5,0.7677495089960945
et boligprosjekt,3,7,117,6.772467661466916e-5,0.7678172336727092
et borgerskap,3,7,117,6.772467661466916e-5,0.7678849583493239
et brett,3,7,117,6.772467661466916e-5,0.7679526830259386
et brudd,3,7,117,6.772467661466916e-5,0.7680204077025532
et brudepar,3,7,117,6.772467661466916e-5,0.7680881323791678
et bud,3,7,117,6.772467661466916e-5,0.7681558570557826
et cannabisfelt,3,7,117,6.772467661466916e-5,0.7682235817323972
et datterselskap,3,7,117,6.772467661466916e-5,0.7682913064090119
et diplomati,3,7,117,6.772467661466916e-5,0.7683590310856265
et dødstall,3,7,117,6.772467661466916e-5,0.7684267557622412
et eierforhold,3,7,117,6.772467661466916e-5,0.7684944804388559
et ekstremvær,3,7,117,6.772467661466916e-5,0.7685622051154706
et embete,3,7,117,6.772467661466916e-5,0.7686299297920852
et emne,3,7,117,6.772467661466916e-5,0.7686976544686999
et energiforbruk,3,7,117,6.772467661466916e-5,0.7687653791453146
et fakkeltog,3,7,117,6.772467661466916e-5,0.7688331038219293
et familieliv,3,7,117,6.772467661466916e-5,0.7689008284985439
et familiepiano,3,7,117,6.772467661466916e-5,0.7689685531751586
et favorittreisemål,3,7,117,6.772467661466916e-5,0.7690362778517733
et feriehus,3,7,117,6.772467661466916e-5,0.769104002528388
et fjes,3,7,117,6.772467661466916e-5,0.7691717272050026
et fjorår,3,7,117,6.772467661466916e-5,0.7692394518816172
et følge,3,7,117,6.772467661466916e-5,0.7693071765582319
et folkemord,3,7,117,6.772467661466916e-5,0.7693749012348466
et forfatterskap,3,7,117,6.772467661466916e-5,0.7694426259114613
et forskriftsarbeid,3,7,117,6.772467661466916e-5,0.7695103505880759
et forurensningstilsyn,3,7,117,6.772467661466916e-5,0.7695780752646906
et fotografi,3,7,117,6.772467661466916e-5,0.7696457999413053
et fotspor,3,7,117,6.772467661466916e-5,0.76971352461792
et fransk,3,7,117,6.772467661466916e-5,0.7697812492945346
et fritak,3,7,117,6.772467661466916e-5,0.7698489739711493
et fyr,3,7,117,6.772467661466916e-5,0.7699166986477639
et gissel,3,7,117,6.772467661466916e-5,0.7699844233243787
et glitter,3,7,117,6.772467661466916e-5,0.7700521480009933
et godteri,3,7,117,6.772467661466916e-5,0.770119872677608
et guttelandslag,3,7,117,6.772467661466916e-5,0.7701875973542226
et gymnas,3,7,117,6.772467661466916e-5,0.7702553220308374
et handelsdepartement,3,7,117,6.772467661466916e-5,0.770323046707452
et handlingsrom,3,7,117,6.772467661466916e-5,0.7703907713840666
et haneskjell,3,7,117,6.772467661466916e-5,0.7704584960606813
et hendelsesforløp,3,7,117,6.772467661466916e-5,0.7705262207372959
et hjelpemiddel,3,7,117,6.772467661466916e-5,0.7705939454139107
et hjerteinfarkt,3,7,117,6.772467661466916e-5,0.7706616700905253
et horn,3,7,117,6.772467661466916e-5,0.77072939476714
et hovedbord,3,7,117,6.772467661466916e-5,0.7707971194437546
et hovedfokus,3,7,117,6.772467661466916e-5,0.7708648441203694
et ikon,3,7,117,6.772467661466916e-5,0.770932568796984
et inneklima,3,7,117,6.772467661466916e-5,0.7710002934735987
et innskudd,3,7,117,6.772467661466916e-5,0.7710680181502133
et juks,3,7,117,6.772467661466916e-5,0.771135742826828
et julebrød,3,7,117,6.772467661466916e-5,0.7712034675034427
et karbonfond,3,7,117,6.772467661466916e-5,0.7712711921800574
et kirkefond,3,7,117,6.772467661466916e-5,0.771338916856672
et klarsignal,3,7,117,6.772467661466916e-5,0.7714066415332866
et knekkebrød,3,7,117,6.772467661466916e-5,0.7714743662099014
et kommentarfelt,3,7,117,6.772467661466916e-5,0.771542090886516
et kongehus,3,7,117,6.772467661466916e-5,0.7716098155631307
et krutt,3,7,117,6.772467661466916e-5,0.7716775402397453
et kulturarrangement,3,7,117,6.772467661466916e-5,0.77174526491636
et kulturmiddel,3,7,117,6.772467661466916e-5,0.7718129895929747
et kulturtilbud,3,7,117,6.772467661466916e-5,0.7718807142695894
et kutt,3,7,117,6.772467661466916e-5,0.771948438946204
et kvotesystem,3,7,117,6.772467661466916e-5,0.7720161636228187
et landemerke,3,7,117,6.772467661466916e-5,0.7720838882994334
et landmineoffer,3,7,117,6.772467661466916e-5,0.7721516129760481
et lavlandsområde,3,7,117,6.772467661466916e-5,0.7722193376526627
et levekår,3,7,117,6.772467661466916e-5,0.7722870623292774
et lik,3,7,117,6.772467661466916e-5,0.772354787005892
et livssyn,3,7,117,6.772467661466916e-5,0.7724225116825068
et lokalsamfunn,3,7,117,6.772467661466916e-5,0.7724902363591214
et lovforslag,3,7,117,6.772467661466916e-5,0.772557961035736
et magasin,3,7,117,6.772467661466916e-5,0.7726256857123507
et mantra,3,7,117,6.772467661466916e-5,0.7726934103889654
et manuskript,3,7,117,6.772467661466916e-5,0.7727611350655801
et medlemskap,3,7,117,6.772467661466916e-5,0.7728288597421947
et mellomrom,3,7,117,6.772467661466916e-5,0.7728965844188094
et merkenavn,3,7,117,6.772467661466916e-5,0.772964309095424
et mesterskap,3,7,117,6.772467661466916e-5,0.7730320337720388
et mesterverk,3,7,117,6.772467661466916e-5,0.7730997584486534
et militær,3,7,117,6.772467661466916e-5,0.7731674831252681
et militærkupp,3,7,117,6.772467661466916e-5,0.7732352078018827
et miljøforhold,3,7,117,6.772467661466916e-5,0.7733029324784975
et minoritetsmiljø,3,7,117,6.772467661466916e-5,0.7733706571551121
et misbruk,3,7,117,6.772467661466916e-5,0.7734383818317268
et mobilnett,3,7,117,6.772467661466916e-5,0.7735061065083414
et motehus,3,7,117,6.772467661466916e-5,0.773573831184956
et møtested,3,7,117,6.772467661466916e-5,0.7736415558615708
et motto,3,7,117,6.772467661466916e-5,0.7737092805381854
et nærområde,3,7,117,6.772467661466916e-5,0.7737770052148001
et nasjonalprodukt,3,7,117,6.772467661466916e-5,0.7738447298914147
et Nobel-foredrag,3,7,117,6.772467661466916e-5,0.7739124545680295
et nyttår,3,7,117,6.772467661466916e-5,0.7739801792446441
et OL,3,7,117,6.772467661466916e-5,0.7740479039212588
et øl,3,7,117,6.772467661466916e-5,0.7741156285978734
et oljefond,3,7,117,6.772467661466916e-5,0.7741833532744881
et opphør,3,7,117,6.772467661466916e-5,0.7742510779511028
et opplegg,3,7,117,6.772467661466916e-5,0.7743188026277175
et ordskifte,3,7,117,6.772467661466916e-5,0.7743865273043321
et orgel,3,7,117,6.772467661466916e-5,0.7744542519809468
et overforbruk,3,7,117,6.772467661466916e-5,0.7745219766575615
et paradoks,3,7,117,6.772467661466916e-5,0.7745897013341762
et parlament,3,7,117,6.772467661466916e-5,0.7746574260107908
et pengefond,3,7,117,6.772467661466916e-5,0.7747251506874054
et personell,3,7,117,6.772467661466916e-5,0.7747928753640201
et pikebarn,3,7,117,6.772467661466916e-5,0.7748606000406348
et pillemisbruk,3,7,117,6.772467661466916e-5,0.7749283247172495
et plateselskap,3,7,117,6.772467661466916e-5,0.7749960493938641
et potensiale,3,7,117,6.772467661466916e-5,0.7750637740704788
et premiss,3,7,117,6.772467661466916e-5,0.7751314987470935
et prøvespill,3,7,117,6.772467661466916e-5,0.7751992234237082
et rådhus,3,7,117,6.772467661466916e-5,0.7752669481003228
et ratt,3,7,117,6.772467661466916e-5,0.7753346727769375
et register,3,7,117,6.772467661466916e-5,0.7754023974535521
et regjeringskvartal,3,7,117,6.772467661466916e-5,0.7754701221301669
et regjeringsmedlem,3,7,117,6.772467661466916e-5,0.7755378468067815
et rehabiliteringssenter,3,7,117,6.772467661466916e-5,0.77560557148339615
et reisemål,3,7,117,6.772467661466916e-5,0.7756732961600108
et renn,3,7,117,6.772467661466916e-5,0.77574102083662555
et resonnement,3,7,117,6.772467661466916e-5,0.7758087455132402
et rettsapparat,3,7,117,6.772467661466916e-5,0.7758764701898548
et rettssystem,3,7,117,6.772467661466916e-5,0.7759441948664695
et rundskriv,3,7,117,6.772467661466916e-5,0.7760119195430841
et rusproblem,3,7,117,6.772467661466916e-5,0.7760796442196989
et samråd,3,7,117,6.772467661466916e-5,0.7761473688963135
et savn,3,7,117,6.772467661466916e-5,0.7762150935729282
et sekstitall,3,7,117,6.772467661466916e-5,0.7762828182495428
et seletøy,3,7,117,6.772467661466916e-5,0.7763505429261576
et selvmordsbrev,3,7,117,6.772467661466916e-5,0.7764182676027722
et seminar,3,7,117,6.772467661466916e-5,0.7764859922793869
et sikkerhetsråd,3,7,117,6.772467661466916e-5,0.7765537169560015
et sirkustelt,3,7,117,6.772467661466916e-5,0.7766214416326161
et skattefritak,3,7,117,6.772467661466916e-5,0.7766891663092309
et skattegrunnlag,3,7,117,6.772467661466916e-5,0.7767568909858455
et skattespørsmål,3,7,117,6.772467661466916e-5,0.7768246156624602
et skilt,3,7,117,6.772467661466916e-5,0.7768923403390748
et skinn,3,7,117,6.772467661466916e-5,0.7769600650156896
et skryt,3,7,117,6.772467661466916e-5,0.7770277896923042
et slagord,3,7,117,6.772467661466916e-5,0.7770955143689189
et småparti,3,7,117,6.772467661466916e-5,0.7771632390455335
et smør,3,7,117,6.772467661466916e-5,0.7772309637221482
et snusforbud,3,7,117,6.772467661466916e-5,0.7772986883987629
et søppellag,3,7,117,6.772467661466916e-5,0.7773664130753776
et soverom,3,7,117,6.772467661466916e-5,0.7774341377519922
et spark,3,7,117,6.772467661466916e-5,0.7775018624286069
et spekter,3,7,117,6.772467661466916e-5,0.7775695871052216
et spenn,3,7,117,6.772467661466916e-5,0.7776373117818363
et spillerhjem,3,7,117,6.772467661466916e-5,0.7777050364584509
et sprang,3,7,117,6.772467661466916e-5,0.7777727611350655
et ståsted,3,7,117,6.772467661466916e-5,0.7778404858116802
et stortingsflertall,3,7,117,6.772467661466916e-5,0.777908210488295
et støtteparti,3,7,117,6.772467661466916e-5,0.7779759351649096
et straffespark,3,7,117,6.772467661466916e-5,0.7780436598415242
et strekk,3,7,117,6.772467661466916e-5,0.7781113845181389
et stup,3,7,117,6.772467661466916e-5,0.7781791091947536
et svarbrev,3,7,117,6.772467661466916e-5,0.7782468338713683
et symptom,3,7,117,6.772467661466916e-5,0.7783145585479829
et syndrom,3,7,117,6.772467661466916e-5,0.7783822832245976
et takkekort,3,7,117,6.772467661466916e-5,0.7784500079012122
et terreng,3,7,117,6.772467661466916e-5,0.778517732577827
et tidsperspektiv,3,7,117,6.772467661466916e-5,0.7785854572544416
et tilsyn,3,7,117,6.772467661466916e-5,0.7786531819310563
et tips,3,7,117,6.772467661466916e-5,0.7787209066076709
et trekkspill,3,7,117,6.772467661466916e-5,0.7787886312842857
et trosengasjement,3,7,117,6.772467661466916e-5,0.7788563559609003
et troverdighetsproblem,3,7,117,6.772467661466916e-5,0.778924080637515
et Tupperware-party,3,7,117,6.772467661466916e-5,0.7789918053141296
et tysk,3,7,117,6.772467661466916e-5,0.7790595299907442
et tyveri,3,7,117,6.772467661466916e-5,0.779127254667359
et utbytte,3,7,117,6.772467661466916e-5,0.7791949793439736
et utdanningsnivå,3,7,117,6.772467661466916e-5,0.7792627040205883
et uthus,3,7,117,6.772467661466916e-5,0.7793304286972029
et utløp,3,7,117,6.772467661466916e-5,0.7793981533738177
et utmål,3,7,117,6.772467661466916e-5,0.7794658780504323
et utslag,3,7,117,6.772467661466916e-5,0.779533602727047
et utvalgsmedlem,3,7,117,6.772467661466916e-5,0.7796013274036616
et valgår,3,7,117,6.772467661466916e-5,0.7796690520802763
et valgnederlag,3,7,117,6.772467661466916e-5,0.779736776756891
et vedlikehold,3,7,117,6.772467661466916e-5,0.7798045014335057
et vegetasjonsdekke,3,7,117,6.772467661466916e-5,0.7798722261101203
et vennskap,3,7,117,6.772467661466916e-5,0.779939950786735
et verdigrunnlag,3,7,117,6.772467661466916e-5,0.7800076754633497
et verktøy,3,7,117,6.772467661466916e-5,0.7800754001399643
et videokamera,3,7,117,6.772467661466916e-5,0.780143124816579
et villmarksområde,3,7,117,6.772467661466916e-5,0.7802108494931936
et VM-stevne,3,7,117,6.772467661466916e-5,0.7802785741698083
ei analyse,2,8,118,4.5149784409779445e-5,0.7803237239542181
ei åpningstid,2,8,118,4.5149784409779445e-5,0.7803688737386278
ei arbeidsform,2,8,118,4.5149784409779445e-5,0.7804140235230377
ei arbeidsløshet,2,8,118,4.5149784409779445e-5,0.7804591733074474
ei arbeidsoppgave,2,8,118,4.5149784409779445e-5,0.7805043230918572
ei atkomstmulighet,2,8,118,4.5149784409779445e-5,0.780549472876267
ei atomkraft,2,8,118,4.5149784409779445e-5,0.7805946226606768
ei avslutning,2,8,118,4.5149784409779445e-5,0.7806397724450865
ei avvisning,2,8,118,4.5149784409779445e-5,0.7806849222294964
ei bakdør,2,8,118,4.5149784409779445e-5,0.7807300720139061
ei barnehagedekning,2,8,118,4.5149784409779445e-5,0.7807752217983159
ei beretning,2,8,118,4.5149784409779445e-5,0.7808203715827257
ei bergart,2,8,118,4.5149784409779445e-5,0.7808655213671355
ei bespisning,2,8,118,4.5149784409779445e-5,0.7809106711515452
ei beundring,2,8,118,4.5149784409779445e-5,0.7809558209359551
ei bevissthet,2,8,118,4.5149784409779445e-5,0.7810009707203648
ei bivirkning,2,8,118,4.5149784409779445e-5,0.7810461205047746
ei blokk,2,8,118,4.5149784409779445e-5,0.7810912702891843
ei bølge,2,8,118,4.5149784409779445e-5,0.7811364200735942
ei bombe,2,8,118,4.5149784409779445e-5,0.7811815698580039
ei brille,2,8,118,4.5149784409779445e-5,0.7812267196424137
ei brud,2,8,118,4.5149784409779445e-5,0.7812718694268235
ei datamaskin,2,8,118,4.5149784409779445e-5,0.7813170192112333
ei detaljstyring,2,8,118,4.5149784409779445e-5,0.781362168995643
ei dobbeltrolle,2,8,118,4.5149784409779445e-5,0.7814073187800529
ei driftsutgift,2,8,118,4.5149784409779445e-5,0.7814524685644626
ei drikkevare,2,8,118,4.5149784409779445e-5,0.7814976183488723
ei drivkraft,2,8,118,4.5149784409779445e-5,0.7815427681332822
ei ekthet,2,8,118,4.5149784409779445e-5,0.7815879179176919
ei el-overfølsomhet,2,8,118,4.5149784409779445e-5,0.7816330677021017
ei eldreomsorg,2,8,118,4.5149784409779445e-5,0.7816782174865115
ei elv,2,8,118,4.5149784409779445e-5,0.7817233672709213
ei eske,2,8,118,4.5149784409779445e-5,0.781768517055331
ei etterretning,2,8,118,4.5149784409779445e-5,0.7818136668397409
ei ettervirkning,2,8,118,4.5149784409779445e-5,0.7818588166241506
ei evaluering,2,8,118,4.5149784409779445e-5,0.7819039664085604
ei Facebook-gruppe,2,8,118,4.5149784409779445e-5,0.7819491161929701
ei feighet,2,8,118,4.5149784409779445e-5,0.78199426597738
ei feiring,2,8,118,4.5149784409779445e-5,0.7820394157617897
ei flaske,2,8,118,4.5149784409779445e-5,0.7820845655461995
ei fløyte,2,8,118,4.5149784409779445e-5,0.7821297153306093
ei fokusering,2,8,118,4.5149784409779445e-5,0.7821748651150191
ei følge,2,8,118,4.5149784409779445e-5,0.7822200148994288
ei folkeavstemning,2,8,118,4.5149784409779445e-5,0.7822651646838387
ei folkevandring,2,8,118,4.5149784409779445e-5,0.7823103144682484
ei forbrenning,2,8,118,4.5149784409779445e-5,0.7823554642526582
ei forelesning,2,8,118,4.5149784409779445e-5,0.782400614037068
ei forpleining,2,8,118,4.5149784409779445e-5,0.7824457638214778
ei forsidesak,2,8,118,4.5149784409779445e-5,0.7824909136058875
ei førsteside,2,8,118,4.5149784409779445e-5,0.7825360633902974
ei fortjeneste,2,8,118,4.5149784409779445e-5,0.7825812131747071
ei forurensing,2,8,118,4.5149784409779445e-5,0.7826263629591169
ei fosterstilling,2,8,118,4.5149784409779445e-5,0.7826715127435266
ei fremstilling,2,8,118,4.5149784409779445e-5,0.7827166625279364
ei fremtidstro,2,8,118,4.5149784409779445e-5,0.7827618123123462
ei frivillighet,2,8,118,4.5149784409779445e-5,0.7828069620967559
ei fullmakt,2,8,118,4.5149784409779445e-5,0.7828521118811658
ei funksjonsevne,2,8,118,4.5149784409779445e-5,0.7828972616655755
ei fyll,2,8,118,4.5149784409779445e-5,0.7829424114499853
ei gjeld,2,8,118,4.5149784409779445e-5,0.7829875612343951
ei gjennomslagskraft,2,8,118,4.5149784409779445e-5,0.7830327110188049
ei grådighet,2,8,118,4.5149784409779445e-5,0.7830778608032146
ei grafsing,2,8,118,4.5149784409779445e-5,0.7831230105876245
ei gråsone,2,8,118,4.5149784409779445e-5,0.7831681603720342
ei grav,2,8,118,4.5149784409779445e-5,0.783213310156444
ei gravferdsforvaltning,2,8,118,4.5149784409779445e-5,0.7832584599408537
ei grønnsak,2,8,118,4.5149784409779445e-5,0.7833036097252636
ei grunne,2,8,118,4.5149784409779445e-5,0.7833487595096733
ei grunnlinje,2,8,118,4.5149784409779445e-5,0.7833939092940831
ei grunnlovsendring,2,8,118,4.5149784409779445e-5,0.7834390590784929
ei grusomhet,2,8,118,4.5149784409779445e-5,0.7834842088629027
ei gruve,2,8,118,4.5149784409779445e-5,0.7835293586473124
ei havn,2,8,118,4.5149784409779445e-5,0.7835745084317223
ei henting,2,8,118,4.5149784409779445e-5,0.783619658216132
ei hindring,2,8,118,4.5149784409779445e-5,0.7836648080005418
ei hjemflytting,2,8,118,4.5149784409779445e-5,0.7837099577849516
ei hovedutfordring,2,8,118,4.5149784409779445e-5,0.7837551075693614
ei høyreside,2,8,118,4.5149784409779445e-5,0.7838002573537711
ei husleie,2,8,118,4.5149784409779445e-5,0.783845407138181
ei hustru,2,8,118,4.5149784409779445e-5,0.7838905569225907
ei hylle,2,8,118,4.5149784409779445e-5,0.7839357067070005
ei imøtekommenhet,2,8,118,4.5149784409779445e-5,0.7839808564914102
ei innføring,2,8,118,4.5149784409779445e-5,0.78402600627582
ei innledning,2,8,118,4.5149784409779445e-5,0.7840711560602298
ei innløsning,2,8,118,4.5149784409779445e-5,0.7841163058446395
ei kake,2,8,118,4.5149784409779445e-5,0.7841614556290494
ei kampsak,2,8,118,4.5149784409779445e-5,0.7842066054134591
ei kappe,2,8,118,4.5149784409779445e-5,0.7842517551978689
ei karriere,2,8,118,4.5149784409779445e-5,0.7842969049822787
ei kjerring,2,8,118,4.5149784409779445e-5,0.7843420547666885
ei klimaforhandling,2,8,118,4.5149784409779445e-5,0.7843872045510982
ei kølle,2,8,118,4.5149784409779445e-5,0.7844323543355081
ei kolonimakt,2,8,118,4.5149784409779445e-5,0.7844775041199178
ei kontaktflate,2,8,118,4.5149784409779445e-5,0.7845226539043276
ei krangling,2,8,118,4.5149784409779445e-5,0.7845678036887374
ei krigshandling,2,8,118,4.5149784409779445e-5,0.7846129534731472
ei krølle,2,8,118,4.5149784409779445e-5,0.7846581032575569
ei ku,2,8,118,4.5149784409779445e-5,0.7847032530419668
ei kulde,2,8,118,4.5149784409779445e-5,0.7847484028263765
ei kule,2,8,118,4.5149784409779445e-5,0.7847935526107863
ei kullgruvedrift,2,8,118,4.5149784409779445e-5,0.784838702395196
ei kundeflukt,2,8,118,4.5149784409779445e-5,0.7848838521796059
ei kursendring,2,8,118,4.5149784409779445e-5,0.7849290019640156
ei kveldstid,2,8,118,4.5149784409779445e-5,0.7849741517484254
ei læring,2,8,118,4.5149784409779445e-5,0.7850193015328352
ei landegrense,2,8,118,4.5149784409779445e-5,0.785064451317245
ei landing,2,8,118,4.5149784409779445e-5,0.7851096011016547
ei landsforening,2,8,118,4.5149784409779445e-5,0.7851547508860646
ei leire,2,8,118,4.5149784409779445e-5,0.7851999006704743
ei likestilling,2,8,118,4.5149784409779445e-5,0.785245050454884
ei linse,2,8,118,4.5149784409779445e-5,0.7852902002392939
ei livssynsavgift,2,8,118,4.5149784409779445e-5,0.7853353500237036
ei lønnsinntekt,2,8,118,4.5149784409779445e-5,0.7853804998081134
ei løve,2,8,118,4.5149784409779445e-5,0.7854256495925231
ei lovtekst,2,8,118,4.5149784409779445e-5,0.785470799376933
ei luftforurensning,2,8,118,4.5149784409779445e-5,0.7855159491613427
ei markedsregulering,2,8,118,4.5149784409779445e-5,0.7855610989457525
ei matte,2,8,118,4.5149784409779445e-5,0.7856062487301623
ei matvare,2,8,118,4.5149784409779445e-5,0.7856513985145721
ei mellomtid,2,8,118,4.5149784409779445e-5,0.7856965482989818
ei menneskesmugling,2,8,118,4.5149784409779445e-5,0.7857416980833917
ei mestring,2,8,118,4.5149784409779445e-5,0.7857868478678014
ei miljøvernforskrift,2,8,118,4.5149784409779445e-5,0.7858319976522112
ei minoritetsjente,2,8,118,4.5149784409779445e-5,0.785877147436621
ei mormor,2,8,118,4.5149784409779445e-5,0.7859222972210308
ei motkraft,2,8,118,4.5149784409779445e-5,0.7859674470054405
ei nåtid,2,8,118,4.5149784409779445e-5,0.7860125967898504
ei naturkatastrofe,2,8,118,4.5149784409779445e-5,0.7860577465742601
ei nødhjelp,2,8,118,4.5149784409779445e-5,0.7861028963586699
ei nøkternhet,2,8,118,4.5149784409779445e-5,0.7861480461430796
ei nysgjerrighet,2,8,118,4.5149784409779445e-5,0.7861931959274895
ei nytenkning,2,8,118,4.5149784409779445e-5,0.7862383457118992
ei oldtid,2,8,118,4.5149784409779445e-5,0.786283495496309
ei oppbygning,2,8,118,4.5149784409779445e-5,0.7863286452807188
ei oppdatering,2,8,118,4.5149784409779445e-5,0.7863737950651286
ei oppfølging,2,8,118,4.5149784409779445e-5,0.7864189448495383
ei oppgradering,2,8,118,4.5149784409779445e-5,0.7864640946339481
ei opprydding,2,8,118,4.5149784409779445e-5,0.7865092444183579
ei oppvarming,2,8,118,4.5149784409779445e-5,0.7865543942027676
ei organisering,2,8,118,4.5149784409779445e-5,0.7865995439871775
ei overføring,2,8,118,4.5149784409779445e-5,0.7866446937715872
ei overvåking,2,8,118,4.5149784409779445e-5,0.786689843555997
ei påske,2,8,118,4.5149784409779445e-5,0.7867349933404068
ei plassering,2,8,118,4.5149784409779445e-5,0.7867801431248166
ei prioritering,2,8,118,4.5149784409779445e-5,0.7868252929092263
ei prisantydning,2,8,118,4.5149784409779445e-5,0.7868704426936362
ei produksjonssmie,2,8,118,4.5149784409779445e-5,0.7869155924780459
ei profilering,2,8,118,4.5149784409779445e-5,0.7869607422624557
ei promillekjøring,2,8,118,4.5149784409779445e-5,0.7870058920468654
ei rådvillhet,2,8,118,4.5149784409779445e-5,0.7870510418312753
ei ræv,2,8,118,4.5149784409779445e-5,0.787096191615685
ei regulering,2,8,118,4.5149784409779445e-5,0.7871413414000948
ei rehabilitering,2,8,118,4.5149784409779445e-5,0.7871864911845046
ei rein,2,8,118,4.5149784409779445e-5,0.7872316409689144
ei reiseskildring,2,8,118,4.5149784409779445e-5,0.7872767907533241
ei reising,2,8,118,4.5149784409779445e-5,0.787321940537734
ei rettferd,2,8,118,4.5149784409779445e-5,0.7873670903221437
ei rettsliggjøring,2,8,118,4.5149784409779445e-5,0.7874122401065535
ei rettspleie,2,8,118,4.5149784409779445e-5,0.7874573898909633
ei romjul,2,8,118,4.5149784409779445e-5,0.7875025396753731
ei rose,2,8,118,4.5149784409779445e-5,0.7875476894597828
ei røst,2,8,118,4.5149784409779445e-5,0.7875928392441927
ei ryggdekning,2,8,118,4.5149784409779445e-5,0.7876379890286024
ei samling,2,8,118,4.5149784409779445e-5,0.7876831388130122
ei sammenlikning,2,8,118,4.5149784409779445e-5,0.7877282885974219
ei sammenslåing,2,8,118,4.5149784409779445e-5,0.7877734383818317
ei sårbarhet,2,8,118,4.5149784409779445e-5,0.7878185881662415
ei sekularisering,2,8,118,4.5149784409779445e-5,0.7878637379506512
ei selvsikkerhet,2,8,118,4.5149784409779445e-5,0.7879088877350611
ei sikring,2,8,118,4.5149784409779445e-5,0.7879540375194708
ei sjeldenhet,2,8,118,4.5149784409779445e-5,0.7879991873038806
ei skam,2,8,118,4.5149784409779445e-5,0.7880443370882904
ei skaperevne,2,8,118,4.5149784409779445e-5,0.7880894868727002
ei skillelinje,2,8,118,4.5149784409779445e-5,0.7881346366571099
ei skive,2,8,118,4.5149784409779445e-5,0.7881797864415198
ei skjønnhet,2,8,118,4.5149784409779445e-5,0.7882249362259295
ei skoleklasse,2,8,118,4.5149784409779445e-5,0.7882700860103393
ei skriving,2,8,118,4.5149784409779445e-5,0.788315235794749
ei skuddveksling,2,8,118,4.5149784409779445e-5,0.7883603855791589
ei sky,2,8,118,4.5149784409779445e-5,0.7884055353635686
ei slåssing,2,8,118,4.5149784409779445e-5,0.7884506851479784
ei slette,2,8,118,4.5149784409779445e-5,0.7884958349323882
ei snusing,2,8,118,4.5149784409779445e-5,0.788540984716798
ei solbrille,2,8,118,4.5149784409779445e-5,0.7885861345012077
ei sperring,2,8,118,4.5149784409779445e-5,0.7886312842856176
ei sporbarhet,2,8,118,4.5149784409779445e-5,0.7886764340700273
ei stemning,2,8,118,4.5149784409779445e-5,0.7887215838544371
ei stemor,2,8,118,4.5149784409779445e-5,0.7887667336388469
ei storhet,2,8,118,4.5149784409779445e-5,0.7888118834232567
ei stortingsgruppe,2,8,118,4.5149784409779445e-5,0.7888570332076664
ei støtteordning,2,8,118,4.5149784409779445e-5,0.7889021829920763
ei straffskyld,2,8,118,4.5149784409779445e-5,0.788947332776486
ei strekning,2,8,118,4.5149784409779445e-5,0.7889924825608957
ei styrketrening,2,8,118,4.5149784409779445e-5,0.7890376323453056
ei superstjerne,2,8,118,4.5149784409779445e-5,0.7890827821297153
ei sykeforsikring,2,8,118,4.5149784409779445e-5,0.7891279319141251
ei sykelighet,2,8,118,4.5149784409779445e-5,0.7891730816985348
ei sykmelding,2,8,118,4.5149784409779445e-5,0.7892182314829447
ei T-banevogn,2,8,118,4.5149784409779445e-5,0.7892633812673544
ei tatovering,2,8,118,4.5149784409779445e-5,0.7893085310517642
ei terrorhandling,2,8,118,4.5149784409779445e-5,0.789353680836174
ei tidsregning,2,8,118,4.5149784409779445e-5,0.7893988306205838
ei tilfeldighet,2,8,118,4.5149784409779445e-5,0.7894439804049935
ei tilhørighet,2,8,118,4.5149784409779445e-5,0.7894891301894034
ei tolkning,2,8,118,4.5149784409779445e-5,0.7895342799738131
ei tørke,2,8,118,4.5149784409779445e-5,0.7895794297582229
ei trakassering,2,8,118,4.5149784409779445e-5,0.7896245795426327
